,area,building_floors,district,flat_floor,neighborhood,price,rooms_count,warming_type
1793,125,4,Beşiktaş,0,Ortaköy,1250000,3.0,Kombi
1794,110,7,Kadıköy,4,Merdivenköy,700000,3.0,Merkezi
1795,145,8,Kadıköy,2,Caddebostan,3500000,4.0,Kombi
1796,100,4,Kağıthane,1,Talatpaşa,528000,3.0,Kombi
1797,88,6,Şişli,3,Mecidiyeköy,1299999,3.0,Merkezi (Pay Ölçer)
1798,118,6,Esenyurt,3,Bağlarçeşme,265000,3.0,Kombi
1799,174,5,Beşiktaş,1,Akat,4200000,4.0,Merkezi
1800,105,17,Kadıköy,7,Erenköy,1770000,3.0,Kombi
1801,90,3,Beşiktaş,0,Gayrettepe,850000,3.0,Kombi
1803,135,8,Maltepe,2,Altıntepe,750000,4.0,Kombi
1804,140,9,Kadıköy,1,Caddebostan,3250000,4.0,Kombi
1805,100,6,Beylikdüzü,4,Yakuplu,269000,3.0,Kombi
1806,140,5,Fatih,1,Akşemsettin,1000000,4.0,Kombi
1807,115,4,Zeytinburnu,2,Nuripaşa,450000,4.0,Kombi
1808,100,4,Maltepe,3,Altıntepe,925000,3.0,Kombi
1809,200,4,Maltepe,4,Aydınevler,745000,5.0,Kombi
1810,100,4,Maltepe,3,Altıntepe,900000,3.0,Kombi
1811,45,4,Maltepe,0,Küçükyalı,210000,1.0,Kombi
1812,120,4,Maltepe,1,İdealtepe,1070000,4.0,Kombi
1813,130,5,Esenyurt,0,Yeşilkent,385000,4.0,Kombi
1814,130,8,Kadıköy,3,19 Mayıs,1000000,4.0,Merkezi (Pay Ölçer)
1815,125,10,Pendik,5,Sülüntepe,600000,4.0,Kombi
1816,115,12,Kadıköy,10,Fenerbahçe,5500000,4.0,Kombi
1817,85,4,Zeytinburnu,2,Sümer,380000,3.0,Kombi
1819,105,6,Esenyurt,0,Örnek,199000,3.0,Kombi
1820,275,4,Kadıköy,4,Fenerbahçe,4250000,3.0,Merkezi (Pay Ölçer)
1821,310,16,Bakırköy,7,Yeşilköy,8999000,5.0,Merkezi (Pay Ölçer)
1822,65,5,Kağıthane,1,Gültepe,200000,2.0,Kombi
1823,170,4,Maltepe,4,Altıntepe,955000,4.0,Kombi
1824,90,5,Kağıthane,1,Merkez,550000,3.0,Kombi
1825,125,10,Kadıköy,7,Suadiye,2095000,4.0,Kombi
1826,110,4,Esenler,3,Nine Hatun,720000,4.0,Kombi
1827,180,4,Bağcılar,4,Çınar,925000,6.0,Kombi
1828,72,4,Beşiktaş,4,Arnavutköy,2500000,2.0,Kombi
1829,200,4,Maltepe,4,Çınar,1475000,5.0,Kombi
1830,55,20,Sarıyer,6,Maslak,975000,1.0,Merkezi (Pay Ölçer)
1831,120,4,Maltepe,0,Altıntepe,775000,4.0,Kombi
1832,300,5,Eyüpsultan,5,Göktürk Merkez,3100000,4.0,Merkezi
1833,100,9,Kadıköy,1,Göztepe,1675000,3.0,Kombi
1834,107,4,Kadıköy,0,Rasimpaşa,665000,3.0,Kombi
1835,120,4,Maltepe,1,Aydınevler,800000,4.0,Kombi
1836,125,5,Üsküdar,0,Selimiye,600000,4.0,Kombi
1837,135,4,Kartal,2,Orhantepe,925000,4.0,Kombi
1838,100,5,Maltepe,2,Altıntepe,940000,3.0,Kombi
1839,200,4,Zeytinburnu,3,Gökalp,850000,6.0,Kombi
1840,100,9,Esenyurt,4,Gökevler,430000,3.0,Kombi
1841,75,4,Maltepe,0,İdealtepe,450000,2.0,Kombi
1842,128,5,Silivri,3,Alibey,650000,4.0,Kombi
1843,90,15,Esenyurt,6,Namık Kemal,199000,2.0,Merkezi
1844,95,5,Bahçelievler,5,Siyavuşpaşa,465000,4.0,Kombi
1845,220,5,Beşiktaş,5,Gayrettepe,2000000,6.0,Kombi
1846,150,4,Maltepe,4,Altayçeşme,975000,5.0,Kombi
1847,90,4,Maltepe,3,Altıntepe,760000,3.0,Merkezi (Pay Ölçer)
1848,89,5,Zeytinburnu,2,Nuripaşa,745000,3.0,Kombi
1849,190,4,Maltepe,4,Altıntepe,2000000,6.0,Kombi
1850,125,5,Sultangazi,1,İsmetpaşa,445000,3.0,Kombi
1851,120,5,Beylikdüzü,2,Kavaklı,529000,3.0,Kombi
1852,110,5,Beylikdüzü,4,Cumhuriyet,405000,3.0,Kombi
1853,170,4,Bakırköy,0,Yeşilköy,1800000,5.0,Kombi
1854,130,18,Kadıköy,7,19 Mayıs,1650000,4.0,Merkezi (Pay Ölçer)
1856,200,4,Maltepe,4,Çınar,2800000,5.0,Kombi
1857,130,5,Kadıköy,5,Bostancı,750000,4.0,Kombi
1858,135,5,Çekmeköy,0,Ekşioğlu,478000,3.0,Kombi
1859,130,5,Maltepe,1,Feyzullah,915000,4.0,Kombi
1860,90,3,Kadıköy,0,Bostancı,925000,3.0,Kombi
1861,120,5,Beylikdüzü,2,Kavaklı,435000,3.0,Kombi
1862,410,14,Kadıköy,14,Caddebostan,12000000,6.0,Merkezi (Pay Ölçer)
1863,115,5,Beylikdüzü,1,Kavaklı,335000,3.0,Kombi
1865,100,4,Maltepe,0,Çınar,287500,3.0,Kombi
1866,110,5,Bahçelievler,2,Siyavuşpaşa,475000,3.0,Kombi
1867,240,4,Maltepe,4,Küçükyalı,2600000,6.0,Merkezi (Pay Ölçer)
1868,200,3,Üsküdar,3,Ferah,850000,6.0,Kombi
1869,230,4,Maltepe,4,Yalı,1600000,6.0,Merkezi (Pay Ölçer)
1870,120,5,Beylikdüzü,2,Kavaklı,399000,3.0,Kombi
1871,160,11,Kadıköy,2,Feneryolu,1850000,4.0,Kombi
1872,135,4,Maltepe,1,Altıntepe,875000,4.0,Kombi
1873,90,9,Maltepe,5,Cevizli,750000,3.0,Kombi
1874,105,6,Çekmeköy,2,Ekşioğlu,419000,3.0,Kombi
1876,220,4,Kadıköy,1,Suadiye,5450000,5.0,Kombi
1877,220,7,Beşiktaş,7,Dikilitaş,1790000,6.0,Kombi
1878,350,12,Kadıköy,12,Suadiye,4950000,8.0,Merkezi (Pay Ölçer)
1879,130,7,Üsküdar,5,Bulgurlu,1575000,4.0,Kombi
1880,75,12,Başakşehir,9,Kayabaşı,435000,3.0,Merkezi
1882,150,5,Beylikdüzü,3,Adnan Kahveci,825000,4.0,Kombi
1883,130,6,Büyükçekmece,4,Pınartepe,1550000,4.0,Kombi
1884,250,4,Bakırköy,2,Şenlikköy,4900000,5.0,Kombi
1885,100,5,Maltepe,0,Küçükyalı,290000,3.0,Kombi
1887,294,4,Kadıköy,4,Caddebostan,15950000,4.0,Kombi
1888,100,10,Esenyurt,8,Gökevler,489000,3.0,Kombi
1889,122,9,Kadıköy,4,19 Mayıs,1345000,4.0,Merkezi (Pay Ölçer)
1891,130,4,Zeytinburnu,2,Yenidoğan,750000,4.0,Kombi
1893,100,4,Maltepe,3,Altıntepe,880000,3.0,Kombi
1894,120,3,Kağıthane,-1,Ortabayır,395000,4.0,Kombi
1895,149,6,Beylikdüzü,2,Cumhuriyet,346000,5.0,Kombi
1896,120,7,Üsküdar,1,Bahçelievler,975000,4.0,Kombi
1897,365,5,Eyüpsultan,5,Göktürk Merkez,8500000,6.0,Kombi
1898,250,4,Bakırköy,5,Şenlikköy,3500000,5.0,Kombi
1899,80,4,Şişli,2,Eskişehir,530000,3.0,Kombi
1900,130,9,Kadıköy,9,Erenköy,2750000,4.0,Kombi
1901,192,6,Beylikdüzü,5,Adnan Kahveci,1369000,4.0,Merkezi (Pay Ölçer)
1902,110,6,Beylikdüzü,2,Cumhuriyet,275000,3.0,Kombi
1903,230,14,Kadıköy,14,Erenköy,4250000,6.0,Merkezi (Pay Ölçer)
1904,168,12,Sarıyer,1,Ayazağa,5100000,4.0,Merkezi (Pay Ölçer)
1905,145,4,Büyükçekmece,2,Cumhuriyet,575000,4.0,Kombi
1906,70,40,Sarıyer,0,Maslak,1350000,2.0,Merkezi (Pay Ölçer)
1907,190,15,Beylikdüzü,6,Adnan Kahveci,1100000,4.0,Kombi
1908,150,5,Bakırköy,4,Ataköy 2-5-6. Kısım,4000000,4.0,Merkezi
1909,65,5,Kağıthane,0,Sultan Selim,260000,2.0,Kombi
1910,135,5,Fatih,3,Seyyid Ömer,860000,4.0,Kombi
1911,300,9,Kadıköy,9,Suadiye,3150000,6.0,Kombi
1912,85,6,Kağıthane,2,Merkez,370000,3.0,Kombi
1915,150,9,Kadıköy,2,Göztepe,2950000,4.0,Kombi
1916,80,5,Kağıthane,1,Çeliktepe,460000,3.0,Kombi
1917,240,4,Eyüpsultan,1,Göktürk Merkez,7250000,5.0,Kombi
1918,240,4,Maltepe,4,Çınar,1950000,6.0,Kombi
1919,125,4,Üsküdar,2,Valide-i Atik,717000,4.0,Kombi
1920,150,9,Kadıköy,8,Göztepe,1425000,4.0,Merkezi
1921,80,4,Bahçelievler,0,Yenibosna Merkez,280000,3.0,Kombi
1922,350,4,Bakırköy,4,Yeşilköy,13500000,7.0,Kombi
1923,130,5,Güngören,2,Abdurrahman Nafiz Gürman,825000,4.0,Merkezi
1924,150,5,Üsküdar,3,Salacak,5100000,4.0,Kombi
1925,200,3,Maltepe,3,Altıntepe,2000000,6.0,Kombi
1926,110,5,Küçükçekmece,1,Cennet,395000,3.0,Rare
1927,140,4,Maltepe,0,İdealtepe,795000,4.0,Merkezi (Pay Ölçer)
1928,160,15,Esenyurt,5,Turgut Özal,330000,4.0,Merkezi
1929,378,4,Sarıyer,4,İstinye,17000000,5.0,Kombi
1930,100,5,Esenyurt,0,Üçevler,236500,3.0,Kombi
1931,130,9,Maltepe,2,Altayçeşme,800000,4.0,Kombi
1932,275,9,Kadıköy,9,Suadiye,5200000,7.0,Kombi
1933,160,3,Eyüpsultan,3,Yeşilpınar,1200000,4.0,Kombi
1934,160,12,Kadıköy,0,Caddebostan,3200000,5.0,Merkezi (Pay Ölçer)
1935,131,4,Esenler,1,Fatih,750000,4.0,Kombi
1936,75,4,Zeytinburnu,-1,Gökalp,355000,3.0,Kombi
1937,100,8,Küçükçekmece,1,Cumhuriyet,880000,3.0,Merkezi (Pay Ölçer)
1939,75,4,Beyoğlu,0,Cihangir,690000,2.0,Kombi
1940,178,4,Eyüpsultan,4,Göktürk Merkez,3650000,5.0,Kombi
1941,410,5,Beykoz,5,Acarlar,8100000,7.0,Kombi
1942,190,15,Beylikdüzü,13,Adnan Kahveci,780000,4.0,Kombi
1943,220,7,Beylikdüzü,7,Adnan Kahveci,1050000,6.0,Kombi
1944,110,6,Esenyurt,1,İstiklal,222000,3.0,Kombi
1945,135,5,Beylikdüzü,3,Cumhuriyet,345000,4.0,Kombi
1946,120,5,Bahçelievler,1,Siyavuşpaşa,679000,4.0,Kombi
1947,125,10,Kadıköy,7,Suadiye,2095000,4.0,Kombi
1948,90,6,Fatih,4,Koca Mustafapaşa,650000,3.0,Kombi
1949,110,4,Maltepe,0,Çınar,650000,3.0,Kombi
1951,60,4,Maltepe,0,Altıntepe,410000,2.0,Kombi
1952,125,17,Kadıköy,14,Caddebostan,3500000,4.0,Kombi
1953,90,10,Eyüpsultan,5,Çırçır,525000,3.0,Kombi
1954,210,3,Eyüpsultan,2,Göktürk Merkez,3025000,5.0,Merkezi
1955,150,8,Kadıköy,8,Bostancı,1390000,5.0,Kombi
1956,160,15,Kadıköy,13,Bostancı,4300000,4.0,Merkezi (Pay Ölçer)
1957,105,7,Kağıthane,7,Çağlayan,550000,3.0,Kombi
1958,90,4,Güngören,2,Mareşal Çakmak,345000,3.0,Kombi
1959,55,4,Kağıthane,0,Merkez,250000,2.0,Kombi
1960,200,11,Kadıköy,11,Erenköy,4950000,6.0,Kombi
1961,130,5,Bahçelievler,2,Siyavuşpaşa,650000,4.0,Merkezi
1962,100,4,Maltepe,0,Altıntepe,630000,3.0,Kombi
1963,160,4,Maltepe,1,Altıntepe,1500000,4.0,Kombi
1964,154,19,Başakşehir,11,Başak,1400000,4.0,Merkezi (Pay Ölçer)
1965,90,4,Maltepe,0,Çınar,725000,3.0,Kombi
1966,75,24,Eyüpsultan,21,Güzeltepe,950000,2.0,Merkezi (Pay Ölçer)
1967,135,6,Eyüpsultan,2,Merkez,765000,4.0,Kombi
1968,95,10,Eyüpsultan,6,Karadolap,755000,3.0,Merkezi (Pay Ölçer)
1969,220,4,Maltepe,4,Aydınevler,1150000,8.0,Kombi
1970,130,4,Maltepe,2,İdealtepe,830000,4.0,Kombi
1971,280,3,Bakırköy,1,Şenlikköy,5500000,5.0,Kombi
1972,95,5,Şişli,3,Esentepe,1590000,3.0,Merkezi
1974,125,10,Beşiktaş,3,Akat,1450000,4.0,Merkezi
1975,140,3,Beşiktaş,0,Ortaköy,2250000,4.0,Kombi
1976,135,4,Maltepe,1,Altıntepe,575000,4.0,Kombi
1977,125,6,Beşiktaş,1,Akat,2600000,3.0,Kombi
1978,135,8,Kadıköy,8,Erenköy,2325000,4.0,Kombi
1979,130,6,Kadıköy,4,Kozyatağı,1200000,4.0,Merkezi (Pay Ölçer)
1980,170,4,Büyükçekmece,2,Sinanoba,1298000,4.0,Kombi
1981,125,4,Üsküdar,1,Aziz Mahmut Hüdayi,1185000,4.0,Kombi
1982,120,5,Beylikdüzü,1,Kavaklı,595000,3.0,Kombi
1983,270,6,Pendik,6,Yayalar,850000,6.0,Kombi
1984,180,15,Beylikdüzü,1,Adnan Kahveci,800000,4.0,Kombi
1985,95,5,Küçükçekmece,-2,Yeşilova,400000,3.0,Rare
1987,145,14,Beylikdüzü,14,Barış,580000,4.0,Kombi
1988,100,7,Maltepe,5,Küçükyalı,535000,3.0,Merkezi
1990,120,4,Tuzla,0,Evliya Çelebi,620000,4.0,Merkezi
1991,100,5,Bahçelievler,2,Bahçelievler,355000,3.0,Kombi
1992,105,6,Beylikdüzü,0,Adnan Kahveci,325000,3.0,Kombi
1993,160,4,Kadıköy,13,Suadiye,3250000,4.0,Merkezi (Pay Ölçer)
1994,85,4,Zeytinburnu,2,Nuripaşa,398000,3.0,Kombi
1995,150,6,Beylikdüzü,3,Kavaklı,599000,4.0,Kombi
1996,174,8,Maltepe,2,Başıbüyük,2700000,5.0,Kombi
1997,110,11,Kadıköy,9,Sahrayı Cedit,2000000,4.0,Kombi
1998,127,11,Kadıköy,7,Suadiye,4750000,4.0,Merkezi
1999,102,17,Kağıthane,3,Seyrantepe,1450000,3.0,Merkezi
2000,115,17,Beylikdüzü,7,Cumhuriyet,345000,3.0,Kombi
2001,285,11,Kadıköy,11,Caddebostan,8000000,6.0,Kombi
2002,110,5,Avcılar,5,Ambarlı,120000,2.0,Kombi
2003,80,6,Esenyurt,0,Yeşilkent,168000,2.0,Kombi
2004,135,9,Kadıköy,8,Bostancı,2750000,4.0,Kombi
2005,65,4,Zeytinburnu,3,Yeşiltepe,210000,2.0,Kombi
2006,89,4,Zeytinburnu,2,Nuripaşa,595000,3.0,Kombi
2007,105,5,Beylikdüzü,1,Adnan Kahveci,500000,3.0,Kombi
2008,130,8,Maltepe,3,Bağlarbaşı,595000,4.0,Kombi
2009,160,2,Beşiktaş,2,Bebek,13500000,4.0,Merkezi
2010,327,4,Sarıyer,0,Yeniköy,3700000,5.0,Kombi
2011,140,10,Kadıköy,9,Suadiye,2175000,4.0,Kombi
2013,135,4,Çekmeköy,1,Ekşioğlu,479000,3.0,Kombi
2014,260,5,Şişli,5,İzzet Paşa,1470000,8.0,Kombi
2015,90,10,Eyüpsultan,5,Karadolap,750000,3.0,Merkezi (Pay Ölçer)
2016,270,3,Bahçelievler,3,Bahçelievler,2700000,8.0,Kombi
2017,120,5,Beylikdüzü,2,Kavaklı,419000,3.0,Kombi
2018,130,4,Maltepe,0,Küçükyalı,529000,4.0,Kombi
2019,140,4,Güngören,5,Abdurrahman Nafiz Gürman,950000,4.0,Merkezi
2020,260,4,Bakırköy,2,Şenlikköy,4600000,5.0,Kombi
2022,160,10,Kadıköy,7,Göztepe,1795000,4.0,Merkezi
2023,70,4,Bahçelievler,0,Yenibosna Merkez,242000,3.0,Kombi
2024,105,4,Maltepe,2,Altıntepe,480000,3.0,Merkezi
2025,400,40,Sarıyer,21,Maslak,7650000,5.0,Merkezi (Pay Ölçer)
2026,65,5,Kağıthane,-2,Çeliktepe,290000,2.0,Kombi
2027,230,12,Kadıköy,1,Fenerbahçe,5650000,5.0,Kombi
2028,100,5,Üsküdar,4,Valide-i Atik,785000,4.0,Kombi
2029,85,4,Eyüpsultan,0,Göktürk Merkez,510000,3.0,Kombi
2030,160,11,Kadıköy,2,Feneryolu,1850000,4.0,Kombi
2031,125,4,Maltepe,3,Küçükyalı,965000,4.0,Kombi
2032,100,15,Kağıthane,14,Merkez,600000,3.0,Merkezi (Pay Ölçer)
2034,195,9,Kadıköy,7,Göztepe,3550000,5.0,Kombi
2035,180,5,Küçükçekmece,5,Cumhuriyet,850000,5.0,Kombi
2036,170,4,Bakırköy,2,Basınköy,2000000,4.0,Kombi
2037,90,4,Zeytinburnu,1,Çırpıcı,575000,3.0,Kombi
2038,297,5,Sarıyer,4,Ferahevler,6500000,5.0,Kombi
2039,134,5,Kağıthane,1,Şirintepe,790000,4.0,Kombi
2040,215,11,Kadıköy,1,Suadiye,2350000,5.0,Merkezi (Pay Ölçer)
2041,190,4,Eyüpsultan,4,Göktürk Merkez,1070000,6.0,Kombi
2042,150,11,Kadıköy,7,Erenköy,2595000,4.0,Merkezi (Pay Ölçer)
2043,135,5,Tuzla,3,Evliya Çelebi,800000,4.0,Merkezi
2044,180,4,Şişli,4,Teşvikiye,2950000,5.0,Merkezi
2045,120,14,Küçükçekmece,12,Fatih,1300000,4.0,Kombi
2046,150,4,Kağıthane,4,Telsizler,585000,4.0,Kombi
2048,135,4,Beylikdüzü,1,Gürpınar,850000,4.0,Merkezi (Pay Ölçer)
2049,150,7,Kadıköy,0,Erenköy,1475000,4.0,Merkezi
2050,102,8,Kadıköy,6,Kozyatağı,1320000,4.0,Kombi
2051,160,4,Maltepe,1,Altayçeşme,910000,4.0,Kombi
2052,260,24,Beykoz,2,Acarlar,6500000,4.0,Merkezi
2053,125,4,Maltepe,4,İdealtepe,595000,4.0,Kombi
2054,150,5,Kağıthane,2,Ortabayır,850000,4.0,Kombi
2055,80,5,Bahçelievler,0,Soğanlı,270000,3.0,Kombi
2056,75,4,Maltepe,0,Çınar,650000,2.0,Kombi
2057,145,5,Kartal,3,Orhantepe,675000,4.0,Merkezi
2058,70,5,Kağıthane,0,Şirintepe,270000,2.0,Kombi
2059,140,8,Kadıköy,1,Bostancı,1350000,4.0,Kombi
2060,410,4,Sarıyer,1,Zekeriyaköy,4000000,7.0,Kombi
2061,130,4,Maltepe,0,İdealtepe,975000,4.0,Kombi
2062,115,4,Maltepe,1,Altıntepe,450000,3.0,Kombi
2063,125,10,Kadıköy,7,Suadiye,2095000,4.0,Kombi
2064,252,4,Eyüpsultan,4,Göktürk Merkez,6750000,5.0,Merkezi (Pay Ölçer)
2079,150,3,Kadıköy,3,Caferağa,2350000,5.0,Kombi
2080,120,6,Beşiktaş,3,Nisbetiye,1445000,4.0,Merkezi
2082,240,9,Kadıköy,9,Suadiye,5500000,7.0,Kombi
2083,180,5,Tuzla,5,Yayla,730000,5.0,Kombi
2084,90,9,Kadıköy,6,Kozyatağı,925000,3.0,Kombi
2085,100,4,Beylikdüzü,1,Cumhuriyet,220000,3.0,Kombi
2086,135,10,Ataşehir,-2,Yenişehir,485000,4.0,Kombi
2087,110,15,Kağıthane,13,Merkez,765000,3.0,Kombi
2088,150,4,Ataşehir,4,Esatpaşa,750000,4.0,Kombi
2090,135,4,Kadıköy,3,Bostancı,965000,4.0,Kombi
2091,90,4,Maltepe,1,Altıntepe,830000,3.0,Kombi
2092,110,12,Beylikdüzü,3,Adnan Kahveci,670000,3.0,Kombi
2093,193,8,Kadıköy,0,Caddebostan,4150000,4.0,Kombi
2094,240,4,Eyüpsultan,4,Göktürk Merkez,1550000,8.0,Kombi
2095,120,6,Esenyurt,3,Akçaburgaz,325000,3.0,Kombi
2096,120,5,Bahçelievler,1,Siyavuşpaşa,680000,4.0,Kombi
2097,80,4,Maltepe,0,İdealtepe,575000,3.0,Kombi
2098,145,5,Beylikdüzü,2,Kavaklı,775000,4.0,Kombi
2100,240,12,Kadıköy,11,Caddebostan,4000000,5.0,Kombi
2103,280,6,Bakırköy,6,Zuhuratbaba,1750000,8.0,Kombi
2104,100,4,Zeytinburnu,1,Telsiz,470000,3.0,Kombi
2105,95,5,Kağıthane,3,Gürsel,424000,3.0,Kombi
2106,155,6,Beylikdüzü,0,Barış,379000,4.0,Kombi
2107,100,4,Beylikdüzü,0,Cumhuriyet,239000,3.0,Kombi
2108,80,4,Esenyurt,1,Talatpaşa,240000,2.0,Kombi
2109,70,4,Maltepe,0,Altıntepe,510000,2.0,Kombi
2110,95,12,Beylikdüzü,3,Adnan Kahveci,409000,3.0,Kombi
2111,180,4,Esenyurt,4,Mehmet Akif Ersoy,499000,5.0,Kombi
2112,270,5,Bakırköy,4,Şenlikköy,3750000,5.0,Kombi
2113,220,5,Şişli,5,Bozkurt,1950000,6.0,Kombi
2114,105,5,Beylikdüzü,1,Adnan Kahveci,475000,3.0,Kombi
2115,110,4,Maltepe,1,Aydınevler,595000,4.0,Kombi
2117,115,28,Esenyurt,14,Zafer,650000,3.0,Kombi
2118,130,4,Maltepe,4,İdealtepe,990000,4.0,Kombi
2120,270,3,Şişli,3,Kuştepe,8750000,9.0,Kombi
2121,165,10,Kadıköy,4,19 Mayıs,1450000,4.0,Merkezi (Pay Ölçer)
2122,140,9,Kadıköy,4,19 Mayıs,1275000,4.0,Merkezi
2123,230,3,Avcılar,2,Denizköşkler,700000,5.0,Rare
2124,120,5,Beylikdüzü,1,Adnan Kahveci,474000,3.0,Kombi
2125,110,4,Maltepe,3,İdealtepe,975000,4.0,Kombi
2126,187,5,Sarıyer,3,Tarabya,6000000,4.0,Merkezi (Pay Ölçer)
2127,130,6,Kağıthane,6,Seyrantepe,735000,4.0,Kombi
2128,90,4,Maltepe,0,İdealtepe,675000,3.0,Kombi
2129,170,4,Kağıthane,3,Gültepe,790000,6.0,Kombi
2130,140,5,Beylikdüzü,3,Adnan Kahveci,660000,4.0,Kombi
2131,150,12,Beylikdüzü,9,Barış,730000,4.0,Kombi
2132,140,14,Küçükçekmece,14,Atakent,1200000,4.0,Merkezi
2133,115,4,Tuzla,3,Yayla,630000,4.0,Kombi
2134,188,5,Beylikdüzü,5,Adnan Kahveci,1175000,6.0,Kombi
2135,102,8,Beyoğlu,4,Bostan,3000000,2.0,Merkezi
2136,135,3,Üsküdar,3,Sultantepe,775000,4.0,Kombi
2137,56,5,Sancaktepe,4,Emek,450000,2.0,Merkezi
2138,220,4,Maltepe,4,Altıntepe,1600000,6.0,Kombi
2139,155,4,Beşiktaş,0,Konaklar,725000,3.0,Kombi
2140,130,4,Maltepe,2,Altıntepe,710000,4.0,Kombi
2141,125,5,Kartal,1,Uğur Mumcu,355000,4.0,Kombi
2142,220,3,Eyüpsultan,3,Yeşilpınar,1050000,7.0,Kombi
2143,130,5,Sultangazi,2,Sultançiftliği,435000,4.0,Kombi
2144,140,14,Kağıthane,2,Merkez,550000,3.0,Kombi
2145,150,4,Ataşehir,4,İnönü,750000,5.0,Kombi
2146,100,15,Şişli,14,Halil Rıfat Paşa,610000,3.0,Merkezi (Pay Ölçer)
2147,236,5,Kadıköy,5,Acıbadem,3950000,6.0,Merkezi (Pay Ölçer)
2148,90,12,Kadıköy,5,Fenerbahçe,2250000,3.0,Kombi
2149,120,5,Gaziosmanpaşa,3,Mevlana,660000,4.0,Kombi
2150,85,7,Beylikdüzü,7,Adnan Kahveci,488000,2.0,Merkezi (Pay Ölçer)
2151,75,4,Maltepe,0,İdealtepe,480000,2.0,Kombi
2152,110,6,Esenyurt,2,Ardıçlı,255000,3.0,Kombi
2153,85,4,Bahçelievler,2,Yenibosna Merkez,450000,3.0,Kombi
2154,135,15,Kadıköy,12,Göztepe,3450000,4.0,Kombi
2155,160,5,Kağıthane,3,Telsizler,650000,5.0,Kombi
2156,100,5,Üsküdar,3,Bulgurlu,775000,3.0,Kombi
2158,77,3,Üsküdar,0,Murat Reis,615000,3.0,Kombi
2159,95,4,Sancaktepe,4,Yenidoğan,279900,3.0,Kombi
2160,175,3,Kadıköy,0,Fenerbahçe,7950000,4.0,Kombi
2161,160,9,Kadıköy,4,Sahrayı Cedit,1450000,4.0,Merkezi
2162,190,4,Bakırköy,0,Şenlikköy,2750000,4.0,Kombi
2163,100,10,Beşiktaş,-1,Dikilitaş,1050000,3.0,Kombi
2164,140,12,Kadıköy,11,Feneryolu,2600000,4.0,Kombi
2165,120,5,Bahçelievler,1,Siyavuşpaşa,680000,4.0,Kombi
2166,294,4,Kadıköy,4,Caddebostan,15950000,4.0,Kombi
2167,257,33,Sarıyer,21,Maslak,2750000,4.0,Merkezi (Pay Ölçer)
2169,230,3,Bakırköy,2,Yeşilköy,2900000,7.0,Kombi
2170,330,3,Bakırköy,0,Şenlikköy,3900000,6.0,Kombi
2172,110,10,Kadıköy,5,Fenerbahçe,2200000,3.0,Kombi
2173,90,5,Pendik,2,Esenyalı,348000,3.0,Kombi
2174,80,4,Fatih,4,Koca Mustafapaşa,380000,3.0,Kombi
2175,55,24,Bağcılar,1,Mahmutbey,515000,1.0,Merkezi (Pay Ölçer)
2176,159,33,Beykoz,10,Acarlar,7500000,4.0,Kombi
2177,166,13,Kadıköy,3,19 Mayıs,1700000,4.0,Merkezi (Pay Ölçer)
2178,150,11,Kadıköy,2,Göztepe,2950000,4.0,Merkezi (Pay Ölçer)
2179,95,20,Kadıköy,5,Kozyatağı,1300000,3.0,Merkezi (Pay Ölçer)
2180,115,4,Esenler,0,Menderes,675000,4.0,Kombi
2181,130,5,Bakırköy,2,Zuhuratbaba,1000000,4.0,Merkezi
2182,120,4,Maltepe,3,Küçükyalı,790000,4.0,Kombi
2183,135,8,Kadıköy,4,Feneryolu,1395000,4.0,Merkezi
2184,145,6,Maltepe,4,Altıntepe,700000,4.0,Kombi
2185,120,10,Kadıköy,2,Kozyatağı,1565000,4.0,Kombi
2186,100,5,Avcılar,4,Cihangir,235000,3.0,Kombi
2187,100,4,Maltepe,2,Altıntepe,860000,3.0,Kombi
2188,61,25,Kadıköy,3,Kozyatağı,845000,2.0,Merkezi
2189,60,4,Maltepe,0,Altıntepe,600000,2.0,Kombi
2190,150,4,Büyükçekmece,0,Fatih,850000,4.0,Kombi
2191,85,4,Maltepe,1,İdealtepe,730000,3.0,Kombi
2192,180,15,Beylikdüzü,13,Adnan Kahveci,878000,4.0,Kombi
2193,95,4,Maltepe,1,Aydınevler,465000,3.0,Kombi
2195,210,5,Maltepe,5,Çınar,1700000,6.0,Merkezi (Pay Ölçer)
2196,140,4,Bakırköy,2,Yeşilyurt,3550000,4.0,Kombi
2197,85,5,Bahçelievler,3,Hürriyet,520000,3.0,Kombi
2198,110,3,Beşiktaş,3,Etiler,1685000,3.0,Kombi
2199,100,4,Kağıthane,2,Telsizler,400000,3.0,Kombi
2200,120,8,Beylikdüzü,4,Büyükşehir,369000,3.0,Kombi
2201,115,3,Maltepe,1,Altayçeşme,735000,4.0,Kombi
2202,120,8,Maltepe,6,Zümrütevler,275000,4.0,Kombi
2203,150,4,Bakırköy,0,Yeşilköy,2050000,4.0,Kombi
2204,80,7,Ataşehir,0,Yenişehir,585000,3.0,Kombi
2205,90,4,Maltepe,1,Aydınevler,410000,3.0,Kombi
2206,264,33,Beykoz,12,Acarlar,8500000,4.0,Merkezi
2208,150,3,Ataşehir,3,Esatpaşa,620000,5.0,Kombi
2209,130,4,Maltepe,3,İdealtepe,1450000,4.0,Merkezi (Pay Ölçer)
2211,95,10,Kadıköy,7,Göztepe,1230000,3.0,Kombi
